time,event,event_state,panic,volatility,liquidity,ewma_price,value_signal,trend,lending_rate,total_short_positions,retail_demand,contrarian_demand,momentum_demand,institutional_demand,value_investor_demand,total_demand,total_volume,price
0,no_event,0.0,0.015,0.075,10000.0,100.0,0.0,0.0,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0560534907358
1,no_event,0.0,0.013909,0.069546,9998.9009,100.0028,-0.0005,0.00564,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0607774038853
2,no_event,0.0,0.003285,0.016426,9998.6165,100.0057,-0.0006,0.0051,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06616637392678
3,no_event,0.0,0.004825,0.024126,9998.3711,100.0087,-0.0006,0.004724,0.01,0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,100.07402553812796
4,no_event,0.0,0.005455,0.027274,9998.3414,100.012,-0.0006,0.004664,0.01,0,39.0,0.0,0.0,0.0,0.0,39.0,39.0,100.06766935471842
5,no_event,0.0,0.010022,0.050112,9997.8404,100.0148,-0.0005,0.003185,0.01,0,72.0,0.0,0.0,0.0,0.0,72.0,72.0,100.45401329954878
6,no_event,0.0,0.018813,0.094065,9997.0155,100.0367,-0.0042,0.041396,0.01,0,89.0,0.0,0.0,0.0,0.0,89.0,89.0,100.6516290776279
7,no_event,0.0,0.023548,0.117742,9996.3581,100.0675,-0.0058,0.053703,0.01,0,70.0,0.0,0.0,0.0,0.0,70.0,70.0,100.86930481379336
8,mild_positive,0.3,0.021821,0.109104,9995.5284,100.1076,-0.0076,0.065736,0.01,0,43.0,0.0,0.0,365.0,0.0,408.0,408.0,102.12968363510704
9,mild_positive,0.279718,0.020028,0.100139,9995.1218,100.2087,-0.0192,0.177498,0.01,0,20.0,-240.0,0.0,2202.0,0.0,1982.0,2462.0,107.59631571100168
10,mild_positive,0.260807,0.045573,0.227866,9994.1223,100.5781,-0.0698,0.590648,0.01,0,154.0,-292.0,0.0,3299.0,0.0,3161.0,3745.0,115.58380549424633
11,mild_positive,0.243175,0.063409,0.317043,9992.1717,101.3283,-0.1407,0.860121,0.01,0,277.0,-352.0,0.0,3060.0,-59.0,2926.0,3748.0,123.3952193465689
12,mild_positive,0.226735,0.077381,0.386905,9991.6036,102.4317,-0.2047,0.939176,0.01,0,399.0,-407.0,-10.0,2581.0,-279.0,2284.0,3676.0,130.74344180090748
13,mild_positive,0.211406,0.085793,0.428964,9989.9115,103.8473,-0.259,0.964205,0.01,0,389.0,-412.0,-54.0,1714.0,-1345.0,292.0,3914.0,132.3040646145012
14,mild_positive,0.197114,0.078591,0.392957,9989.0054,105.2701,-0.2568,0.938935,0.01,0,350.0,-394.0,-88.0,1326.0,-2007.0,-813.0,4165.0,128.876045083527
15,mild_positive,0.183788,0.075662,0.378311,9988.2772,106.4504,-0.2107,0.805623,0.01,0,291.0,-350.0,-66.0,920.0,-1726.0,-931.0,3353.0,125.20663067958344
16,mild_positive,0.171363,0.07245,0.362249,9986.8221,107.3882,-0.1659,0.539898,0.01,0,233.0,-281.0,-50.0,246.0,-1006.0,-858.0,1816.0,121.89489122807355
17,mild_positive,0.159778,0.069215,0.346076,9985.2102,108.1136,-0.1275,0.215356,0.01,0,185.0,-215.0,-62.0,0.0,-705.0,-797.0,1167.0,119.17486978217732
18,mild_positive,0.148976,0.082597,0.340033,9984.6429,108.6666,-0.0967,-0.048636,0.01,0,140.0,-153.0,-34.0,0.0,-897.0,-944.0,1224.0,115.69647557084723
19,mild_positive,0.138904,0.163375,0.330881,9985.3517,109.0181,-0.0613,-0.323995,0.01,0,73.0,-40.0,-34.0,-759.0,-931.0,-1691.0,1837.0,110.0422345317257
20,mild_positive,0.129513,0.264078,0.348557,9983.233,109.0693,-0.0089,-0.64789,0.01,0,26.0,6.0,-151.0,-1255.0,-936.0,-2310.0,2374.0,103.81485392914952
21,mild_positive,0.120757,0.330555,0.399825,9982.918,108.8066,0.0459,-0.835302,0.01,0,3.0,108.0,-297.0,-1442.0,-768.0,-2396.0,2618.0,96.75146172000827
22,mild_positive,0.112593,0.367462,0.43862,9981.5495,108.2038,0.1058,-0.932461,0.01,0,0.0,185.0,-590.0,-1403.0,-428.0,-2236.0,2606.0,90.50328123187266
23,mild_positive,0.104981,0.390294,0.502186,9978.1766,107.3188,0.1567,-0.966191,0.01,0,0.0,212.0,-690.0,-1272.0,-193.0,-1943.0,2367.0,85.89704083257837
24,mild_positive,0.097884,0.385441,0.464029,9973.5244,106.2477,0.1915,-0.975452,0.01,0,0.0,204.0,-794.0,-1042.0,-57.0,-1689.0,2097.0,82.15091444030533
25,strong_positive,0.791266,0.393122,0.497861,9973.522,105.0429,0.2179,-0.978498,0.01,0,0.0,164.0,-750.0,-524.0,188.0,-922.0,1626.0,80.45021118689866
26,strong_positive,0.76102,0.391131,0.499973,9978.8491,103.8133,0.225,-0.970456,0.01,0,0.0,67.0,-246.0,-480.0,1061.0,402.0,1854.0,81.76332953926227
27,strong_positive,0.732019,0.359689,0.412819,9978.5524,102.7108,0.2039,-0.92375,0.01,0,0.0,42.0,-303.0,-369.0,871.0,241.0,1585.0,82.279035370027
28,mild_positive,1.004206,0.330924,0.366153,9977.0679,101.6892,0.1909,-0.858977,0.01,0,0.0,31.0,-170.0,-79.0,864.0,646.0,1144.0,83.92259594981394
29,mild_positive,0.957247,0.280988,0.34386,9973.9628,100.8008,0.1674,-0.707387,0.01,0,2.0,4.0,51.0,-9.0,861.0,909.0,937.0,86.15564628706973
30,mild_positive,0.912742,0.195097,0.315453,9973.5844,100.0686,0.139,-0.440022,0.01,0,13.0,-6.0,75.0,0.0,795.0,877.0,893.0,88.63661620831992
31,mild_positive,0.870551,0.092254,0.302556,9975.2306,99.497,0.1092,-0.105809,0.01,0,52.0,-17.0,98.0,206.0,904.0,1243.0,1279.0,91.71756793486438
32,mild_negative,0.48054,0.059976,0.299878,9976.9233,99.108,0.0746,0.252088,0.01,0,106.0,-28.0,179.0,194.0,992.0,1443.0,1499.0,95.26212957694192
33,mild_negative,0.466249,0.07251,0.362549,9958.5273,98.9157,0.0369,0.535123,0.01,0,154.0,-27.0,0.0,218.0,660.0,1005.0,1059.0,98.32313653360812
34,mild_negative,0.452299,0.076459,0.382297,9935.841,98.8861,0.0057,0.670303,0.01,0,165.0,-32.0,0.0,187.0,446.0,766.0,830.0,100.70086194102504
35,mild_negative,0.438687,0.079166,0.39583,9905.4183,98.9768,-0.0174,0.718908,0.01,0,159.0,-29.0,0.0,143.0,165.0,438.0,496.0,101.79207421296078
36,mild_negative,0.425411,0.076403,0.382016,9863.6853,99.1176,-0.027,0.688796,0.01,0,125.0,-28.0,-11.0,106.0,86.0,278.0,356.0,102.87568620050587
37,mild_negative,0.41247,0.065224,0.326122,9829.4163,99.3055,-0.036,0.661566,0.01,0,115.0,-25.0,-10.0,81.0,31.0,192.0,262.0,103.47526630152616
38,mild_negative,0.39986,0.057364,0.286819,9812.3265,99.514,-0.0398,0.608153,0.01,0,91.0,-22.0,0.0,60.0,27.0,156.0,200.0,104.03757799111281
39,mild_negative,0.037576,0.05441,0.272051,9793.2112,99.7402,-0.0431,0.557816,0.01,0,76.0,-19.0,0.0,20.0,0.0,77.0,115.0,104.5904122034389
40,mild_negative,0.049278,0.044325,0.221625,9781.0418,99.9827,-0.0461,0.51295,0.01,0,58.0,-11.0,-14.0,25.0,0.0,58.0,108.0,104.80732551490127
41,mild_negative,-0.290301,0.376936,0.216589,9789.3701,100.2239,-0.0457,0.448443,0.01,0,34.0,-6.0,0.0,0.0,0.0,28.0,40.0,104.94274262173036
42,mild_negative,-0.257395,0.345745,0.220875,9770.3797,100.4598,-0.0446,0.385702,0.01,0,20.0,9.0,-651.0,0.0,-29.0,-651.0,711.0,102.9032392338639
43,mild_negative,-0.227171,0.32604,0.247173,9751.8375,100.582,-0.0231,0.132091,0.01,0,7.0,8.0,-592.0,-18.0,0.0,-595.0,625.0,101.03356261011938
44,mild_negative,-0.199431,0.359168,0.28578,9752.1809,100.6046,-0.0043,-0.075709,0.01,0,5.0,7.0,-559.0,-29.0,0.0,-576.0,600.0,99.3226266906713
45,mild_negative,-0.523992,0.785318,0.309628,9710.0832,100.5405,0.0121,-0.229124,0.01,0,0.0,11.0,-596.0,-60.0,-539.0,-1184.0,1206.0,95.54062487490408
46,mild_negative,-0.477022,0.9386,0.37294,9651.0473,100.2905,0.0474,-0.52067,0.01,0,0.0,20.0,-1228.0,-65.0,-1212.0,-2485.0,2525.0,89.11166143269008
47,mild_negative,-0.433625,1.0,0.498133,9586.808,99.7316,0.1065,-0.820102,0.01,0,0.0,15.0,-1394.0,-64.0,-1287.0,-2730.0,2760.0,82.33993704635705
48,mild_negative,-0.393545,1.0,0.562618,9440.613,98.862,0.1671,-0.937635,0.01,0,0.0,10.0,-1502.0,-51.0,-1040.0,-2583.0,2603.0,76.6566740701324
49,mild_negative,-0.356545,1.0,0.645435,9389.5984,97.7517,0.2158,-0.971019,0.01,0,0.0,2.0,-1481.0,-40.0,-494.0,-2013.0,2017.0,71.97193778826956
50,mild_positive,-0.022404,0.889847,0.695164,9350.6239,96.4627,0.2539,-0.982295,0.01,0,0.0,4.0,-1473.0,-24.0,-252.0,-1745.0,1753.0,68.47781894193625
51,mild_positive,-0.011198,0.873089,0.67697,9412.4279,95.0635,0.2797,-0.985172,0.01,0,0.0,0.0,-1172.0,-19.0,47.0,-1144.0,1416.0,65.74225956437489
52,mild_positive,-0.001083,0.851413,0.64832,9462.0566,93.5974,0.2976,-0.985004,0.01,0,0.0,0.0,-1094.0,-16.0,446.0,-664.0,1612.0,64.37414936862227
53,mild_positive,0.008026,0.407385,0.569401,9510.1677,92.1363,0.3013,-0.978351,0.01,0,0.0,0.0,-988.0,-9.0,961.0,-36.0,1958.0,63.88435171748943
54,mild_positive,0.016209,0.391734,0.515468,9555.4595,90.7237,0.2958,-0.962135,0.01,0,0.0,0.0,-526.0,-7.0,1328.0,795.0,1861.0,65.37867203624225
55,mild_positive,0.023538,0.364671,0.483224,9594.6638,89.4564,0.2692,-0.89342,0.01,0,0.0,0.0,-453.0,-6.0,1059.0,600.0,1518.0,66.70139397560881
56,mild_positive,0.030082,0.317331,0.439932,9630.3698,88.3187,0.2448,-0.764483,0.01,0,0.0,0.0,-395.0,-3.0,805.0,407.0,1203.0,67.52466496415452
57,mild_positive,0.035904,0.269368,0.425449,9664.3617,87.279,0.2263,-0.614259,0.01,0,0.0,0.0,-322.0,-3.0,799.0,474.0,1124.0,68.56502627274051
58,mild_positive,0.041062,0.200535,0.381085,9695.9742,86.3433,0.2059,-0.414395,0.01,0,0.0,0.0,-255.0,-1.0,874.0,618.0,1130.0,69.85320028777085
59,mild_positive,0.045611,0.119971,0.335781,9723.1589,85.5188,0.1832,-0.176048,0.01,0,0.0,0.0,-145.0,0.0,1259.0,1114.0,1404.0,72.090266236903
60,mild_positive,0.0496,0.06317,0.315852,9747.3564,84.8473,0.1504,0.169519,0.01,0,0.0,0.0,-39.0,0.0,1448.0,1409.0,1487.0,74.98586343527262
61,mild_positive,0.053076,0.070778,0.353889,9771.7866,84.3543,0.1111,0.493631,0.01,0,0.0,0.0,-4.0,4.0,1335.0,1335.0,1343.0,77.61092739302838
62,mild_positive,0.056082,0.069075,0.345375,9792.1111,84.0171,0.0762,0.660598,0.01,0,0.0,0.0,-30.0,4.0,1011.0,985.0,1045.0,79.96523417865488
63,mild_positive,0.358658,0.076864,0.384319,9811.5398,83.8145,0.0459,0.741278,0.01,0,4.0,0.0,-30.0,5.0,726.0,705.0,765.0,81.6500391224661
64,mild_positive,0.340559,0.065686,0.32843,9827.1435,83.7063,0.0246,0.756774,0.01,0,12.0,0.0,-3.0,2.0,534.0,545.0,551.0,83.02481986624585
65,mild_positive,0.323472,0.069858,0.349289,9842.7692,83.6722,0.0077,0.750447,0.01,0,25.0,0.0,0.0,1.0,318.0,344.0,344.0,83.83929020040263
66,mild_positive,0.307337,0.065632,0.328161,9857.6962,83.6806,-0.0019,0.711556,0.01,0,38.0,0.0,-3.0,1.0,94.0,130.0,136.0,84.07894865295943
67,mild_positive,0.292094,0.058845,0.294227,9869.4076,83.7005,-0.0045,0.6362,0.01,0,33.0,0.0,0.0,0.0,50.0,83.0,83.0,84.20065401698086
68,mild_positive,0.277692,0.050851,0.254253,9880.9014,83.7255,-0.0057,0.555143,0.01,0,26.0,0.0,0.0,0.0,25.0,51.0,51.0,84.4154192166832
69,mild_positive,0.26408,0.047537,0.237684,9891.3685,83.76,-0.0078,0.489494,0.01,0,15.0,0.0,0.0,0.0,12.0,27.0,27.0,84.53523667482074
70,mild_positive,0.251211,0.042753,0.213764,9901.7091,83.7987,-0.0088,0.422477,0.01,0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,84.55338044147551
71,mild_positive,0.23904,0.043076,0.215381,9909.9894,83.8365,-0.0086,0.353795,0.01,0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,84.4786998952968
72,mild_positive,0.227526,0.039376,0.196882,9917.0708,83.8686,-0.0073,0.284798,0.01,0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,84.38284101546598
73,mild_positive,0.216631,0.036358,0.181788,9924.7002,83.8943,-0.0058,0.223957,0.01,0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,84.23245367713852
74,mild_positive,0.206318,0.031736,0.158679,9931.255,83.9112,-0.0038,0.166673,0.01,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,84.26337028518044
75,mild_positive,0.196554,0.029007,0.145034,9937.5992,83.9288,-0.004,0.140457,0.01,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,84.20415322535685
76,mild_positive,0.187306,0.028146,0.14073,9943.1603,83.9426,-0.0031,0.108218,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.30794319220749
77,mild_positive,0.178543,0.019333,0.096667,9948.5947,83.9609,-0.0041,0.101062,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32701765101494
78,mild_positive,0.17024,0.013291,0.066454,9953.0489,83.9792,-0.0041,0.08513,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39890013630276
79,mild_positive,0.162368,0.01652,0.082601,9957.1687,84.0001,-0.0047,0.07834,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54406135724545
80,mild_positive,0.154903,0.016976,0.084878,9961.1476,84.0273,-0.0061,0.081466,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6205114902128
81,mild_positive,0.147822,0.015943,0.079717,9964.5494,84.057,-0.0067,0.075857,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.513558038904
82,mild_positive,0.141103,0.015876,0.079378,9967.8085,84.0798,-0.0052,0.049473,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.45812935528579
83,mild_positive,0.134725,0.017135,0.085673,9970.4183,84.0987,-0.0043,0.033953,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5053812649543
84,mild_positive,0.12867,0.014655,0.073277,9972.9244,84.1191,-0.0046,0.033463,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54497111025881
85,mild_positive,0.12292,0.011594,0.057969,9975.1963,84.1404,-0.0048,0.032146,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.40316245429614
86,mild_positive,0.117456,0.012888,0.064441,9977.2204,84.1535,-0.003,0.009454,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.52271624825478
87,mild_positive,0.112265,0.009291,0.046457,9979.0236,84.172,-0.0042,0.022,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.41653356718525
88,mild_positive,0.107329,0.011781,0.058904,9980.5757,84.1842,-0.0028,0.005383,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4168323815274
89,mild_positive,0.102636,0.005453,0.027266,9982.2838,84.1958,-0.0026,0.004449,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.41930723979864
90,mild_positive,0.098172,0.011002,0.05501,9983.6322,84.207,-0.0025,0.003943,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.38213165056744
91,mild_positive,0.093925,0.013852,0.06746,9984.7198,84.2158,-0.002,-0.0012,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32448199597097
92,mild_positive,0.089883,0.0171,0.073712,9985.7224,84.2212,-0.0012,-0.00786,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.24114938740122
93,mild_positive,0.086035,0.023629,0.093559,9986.2649,84.2222,-0.0002,-0.016391,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.26313753392876
94,mild_positive,0.08237,0.028062,0.124084,9987.0476,84.2242,-0.0005,-0.010819,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.20053223375888
95,mild_positive,0.078879,0.032306,0.137009,9987.8476,84.2231,0.0003,-0.016348,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.16840943645688
96,mild_positive,0.075552,0.023352,0.09089,9988.0773,84.2203,0.0006,-0.017245,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.08780341919817
97,mild_negative,-0.277619,0.317051,0.062915,9988.8382,84.2137,0.0015,-0.023777,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.20243326228719
98,mild_negative,-0.256979,0.292458,0.079993,9954.6174,84.2131,0.0001,-0.005803,0.01,0,0.0,0.0,-194.0,0.0,0.0,-194.0,194.0,83.6900284328244
99,mild_negative,-0.2378,0.323107,0.114244,9935.1602,84.187,0.0059,-0.066017,0.01,0,0.0,0.0,-179.0,0.0,0.0,-179.0,179.0,83.28020244053212
100,mild_negative,-0.219979,0.342119,0.150617,9892.3769,84.1416,0.0102,-0.103156,0.01,0,0.0,0.0,-199.0,0.0,0.0,-199.0,199.0,82.77514576396868
101,mild_negative,-0.203423,0.352728,0.155848,9877.245,84.0733,0.0154,-0.144943,0.01,0,0.0,0.0,-217.0,0.0,0.0,-217.0,217.0,82.22622863250227
102,mild_negative,-0.188044,0.369764,0.177731,9832.7614,83.981,0.0209,-0.18438,0.01,0,0.0,0.0,-214.0,0.0,0.0,-214.0,214.0,81.65987227314226
103,mild_negative,-0.173761,0.37539,0.175881,9817.8378,83.8649,0.0263,-0.218795,0.01,0,0.0,0.0,-222.0,0.0,0.0,-222.0,222.0,81.25885586354732
104,mild_negative,-0.160497,0.367733,0.176148,9803.5132,83.7346,0.0296,-0.22796,0.01,0,0.0,0.0,-214.0,0.0,0.0,-214.0,214.0,80.7520517350426
105,mild_negative,-0.148183,0.360503,0.158799,9784.7251,83.5855,0.0339,-0.248002,0.01,0,0.0,0.0,-202.0,0.0,0.0,-202.0,202.0,80.22588350078205
106,mild_negative,-0.136751,0.3577,0.151963,9780.6293,83.4175,0.0383,-0.266939,0.01,0,0.0,0.0,-189.0,0.0,0.0,-189.0,189.0,79.74559321142492
107,mild_negative,-0.126141,0.346971,0.135843,9749.2638,83.2339,0.0419,-0.277489,0.01,0,0.0,0.0,-175.0,0.0,0.0,-175.0,175.0,79.31160853710982
108,mild_negative,-0.116295,0.336156,0.127986,9725.8918,83.0378,0.0449,-0.281112,0.01,0,0.0,0.0,-156.0,0.0,0.0,-156.0,156.0,79.03030169196116
109,mild_negative,-0.10716,0.331116,0.160053,9729.4846,82.8374,0.046,-0.266559,0.01,0,0.0,0.0,-144.0,0.0,0.0,-144.0,144.0,78.77751167854596
110,mild_negative,-0.098686,0.307717,0.145771,9720.2927,82.6344,0.0467,-0.251205,0.01,0,0.0,0.0,-148.0,0.0,0.0,-148.0,148.0,78.4986795993454
111,mild_negative,-0.090827,0.317675,0.204616,9699.5918,82.4276,0.0477,-0.241668,0.01,0,0.0,0.0,-130.0,0.0,0.0,-130.0,130.0,78.13185549266011
112,mild_negative,-0.083541,0.314328,0.210243,9702.1809,82.2128,0.0496,-0.244483,0.01,0,0.0,0.0,-150.0,0.0,0.0,-150.0,150.0,77.91298727656587
113,mild_negative,-0.076786,0.29788,0.209066,9709.4568,81.9978,0.0498,-0.229112,0.01,0,0.0,0.0,-144.0,0.0,0.0,-144.0,144.0,77.57909764028273
114,mild_negative,-0.070527,0.283315,0.186236,9701.2342,81.7769,0.0513,-0.230489,0.01,0,0.0,0.0,-131.0,0.0,0.0,-131.0,131.0,77.16215024611391
115,mild_negative,-0.064727,0.288596,0.196776,9697.0244,81.5462,0.0538,-0.241931,0.01,0,0.0,0.0,-102.0,0.0,0.0,-102.0,102.0,76.95150854251698
116,mild_negative,-0.059355,0.266453,0.178274,9697.9091,81.3164,0.0537,-0.226315,0.01,0,0.0,0.0,-115.0,0.0,0.0,-115.0,115.0,76.60543792172054
117,mild_negative,-0.05438,0.26313,0.176575,9689.1317,81.0809,0.0552,-0.2302,0.01,0,0.0,0.0,-73.0,0.0,0.0,-73.0,73.0,76.54514120991533
118,mild_negative,-0.049775,0.257127,0.221422,9664.9795,80.8541,0.0533,-0.197972,0.01,0,0.0,0.0,-72.0,0.0,0.0,-72.0,72.0,76.31265307190769
119,mild_negative,-0.045513,0.243612,0.205925,9665.1418,80.627,0.0535,-0.192883,0.01,0,0.0,0.0,-95.0,0.0,0.0,-95.0,95.0,76.08521502709132
120,mild_negative,-0.04157,0.241779,0.218321,9652.8963,80.3999,0.0537,-0.188135,0.01,0,0.0,0.0,-70.0,0.0,0.0,-70.0,70.0,76.12626701824607
121,mild_negative,-0.037923,0.203987,0.190237,9661.6857,80.1863,0.0506,-0.149949,0.01,0,0.0,0.0,-70.0,0.0,0.0,-70.0,70.0,76.0766966401491
122,mild_negative,-0.034552,0.184239,0.17936,9651.4322,79.9808,0.0488,-0.129906,0.01,0,0.0,0.0,-45.0,0.0,0.0,-45.0,45.0,75.93646067969556
123,mild_negative,-0.031436,0.1884,0.204713,9658.2844,79.7786,0.0482,-0.125131,0.01,0,0.0,0.0,-22.0,0.0,0.0,-22.0,22.0,75.87570900929246
124,mild_negative,-0.028558,0.165842,0.176903,9659.944,79.5834,0.0466,-0.110871,0.01,0,0.0,0.0,-40.0,0.0,0.0,-40.0,40.0,75.66451868238796
125,mild_negative,-0.0259,0.178226,0.202618,9661.5251,79.3875,0.0469,-0.118797,0.01,0,0.0,0.0,-10.0,0.0,0.0,-10.0,10.0,75.77315460109587
126,mild_negative,-0.023447,0.153782,0.200694,9666.1957,79.2068,0.0433,-0.083428,0.01,0,0.0,0.0,-24.0,0.0,0.0,-24.0,24.0,75.78798168356954
127,mild_negative,-0.021184,0.130758,0.174072,9670.0693,79.0358,0.0411,-0.066576,0.01,0,0.0,0.0,-11.0,0.0,0.0,-11.0,11.0,75.78838560839435
128,mild_negative,-0.019097,0.121662,0.174498,9689.0206,78.8734,0.0391,-0.054609,0.01,0,0.0,0.0,-4.0,0.0,0.0,-4.0,4.0,75.73693260008531
129,mild_negative,-0.367174,0.470602,0.181123,9697.1068,78.7166,0.0379,-0.051631,0.01,0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,75.79389008031774
130,mild_positive,-0.041741,0.148402,0.214405,9669.1705,78.5705,0.0353,-0.034832,0.01,0,0.0,0.0,-208.0,0.0,0.0,-208.0,208.0,75.16128043577851
131,mild_positive,-0.038329,0.17612,0.176095,9700.9555,78.4,0.0413,-0.112255,0.01,0,0.0,0.0,-20.0,0.0,0.0,-20.0,20.0,75.07260802119112
132,mild_positive,-0.035169,0.15805,0.151163,9728.569,78.2337,0.0404,-0.104026,0.01,0,0.0,0.0,-15.0,0.0,0.0,-15.0,15.0,75.06576444041521
133,mild_positive,-0.032242,0.139695,0.139008,9755.118,78.0753,0.0385,-0.086417,0.01,0,0.0,0.0,-5.0,0.0,0.0,-5.0,5.0,75.0454084778614
134,mild_positive,-0.029532,0.126303,0.131376,9778.5219,77.9238,0.0369,-0.073702,0.01,0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,75.01777916327883
135,mild_positive,-0.027023,0.120881,0.138333,9799.6111,77.7785,0.0355,-0.064208,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.03547444770264
136,mild_positive,-0.024701,0.108948,0.135089,9818.6261,77.6413,0.0336,-0.050352,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12101767833235
137,mild_positive,-0.022553,0.081221,0.101839,9836.1312,77.5153,0.0309,-0.029887,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9733103868628
138,mild_positive,-0.020567,0.090204,0.107673,9851.7625,77.3882,0.0312,-0.044279,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12479819770468
139,mild_positive,0.281268,0.028224,0.11704,9864.9283,77.275,0.0278,-0.016055,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.16621692474885
140,mild_positive,0.262683,0.026673,0.12193,9877.6847,77.1696,0.026,-0.007623,0.01,0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,75.17891956718648
141,mild_positive,0.245339,0.028694,0.136644,9888.6097,77.0701,0.0245,-0.004552,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.38743975365722
142,mild_positive,0.229154,0.028815,0.144075,9899.4032,76.9859,0.0208,0.024147,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2748948180953
143,mild_positive,0.214049,0.02858,0.142898,9908.0892,76.9004,0.0211,0.004757,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.36318336372803
144,mild_positive,0.199952,0.026262,0.13131,9916.4808,76.8235,0.019,0.0157,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.43230661747164
145,mild_positive,0.186795,0.017929,0.089644,9924.3691,76.754,0.0172,0.0221,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.35849946332208
146,mild_positive,0.174515,0.019208,0.09604,9931.4763,76.6842,0.0173,0.008264,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3296968549719
147,mild_positive,0.163053,0.019408,0.097038,9937.515,76.6165,0.0168,0.002928,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31292251184077
148,mild_positive,0.152355,0.019833,0.099164,9943.1706,76.5513,0.0162,0.00016,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25545905969051
149,mild_positive,0.142369,0.016266,0.070004,9948.6739,76.4865,0.0161,-0.007549,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.29741085490204
150,mild_positive,0.133047,0.010001,0.049132,9953.4141,76.427,0.0148,-0.000583,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31122238298333
151,mild_positive,0.124345,0.014815,0.074076,9957.5682,76.3712,0.0139,0.001368,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2295068536999
152,mild_positive,0.116221,0.017625,0.073423,9961.1055,76.3142,0.0142,-0.009802,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.21162995366863
153,mild_positive,0.108636,0.020587,0.08729,9964.2605,76.259,0.0137,-0.010429,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.22365357309519
154,mild_positive,0.101555,0.019286,0.086013,9967.6213,76.2073,0.0129,-0.006945,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2702840360019
155,mild_positive,0.094944,0.016991,0.084956,9970.6507,76.1604,0.0117,0.00054,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.20080001132347
